Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,17838.02,7.32,84.3,0.36,84.3,30.101,357746.0,57.0107,-64.7059,83.585,80.138,76.37,84.8249,84.5718,83.0759,1.4958,1.6438,87.6317,79.5383,104.59,-811018.8897,85.2778,85.1782,84.5181,1.2126,0.0,4.15,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,84.00,0.30,"1,173",30.1010,59.61%,32.23%,27.37%,40.39%,0.00%,0.01%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.32,6.70,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3024.0,-,22.4,-1.32,22.4,29.578,1313578.0,38.456,-95.4545,23.25,23.736,19.0055,22.9541,23.0518,23.3378,-0.286,-0.206,24.0539,22.4461,394.67,-2599978.9491,22.8689,22.9859,23.1357,1.407,0.0,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,22.70,-0.30,"1,131",29.5780,68.20%,13.21%,54.99%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1631.57,61.82,6.8,0.0,6.8,1.205,177138.0,45.4599,-75.0,6.98,6.882,6.7165,6.8717,6.8958,6.935,-0.0393,-0.0049,7.2952,6.6648,62.43,-179807.3602,6.8533,6.8731,6.921,1.339,0.0,0.37,-,-,-,-,-,-,-,-,-,-,-,6.80,0.00,90,1.2050,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,61.82,42.50,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4415.71,26.98,68.3,-0.73,68.3,20.504,300429.0,51.5107,-85.4545,68.795,64.992,62.302,69.325,69.2422,68.0689,1.1733,1.5435,72.1726,65.4174,253.01,-590298.5521,69.5667,69.6436,69.3971,1.2663,0.0,1.46,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,68.80,-0.50,757,20.5040,59.24%,17.91%,39.81%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,26.98,27.74,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1471.5,21.81,15.8,0.64,15.8,2.643,167811.0,55.6999,-75.0,15.82,14.968,14.205,15.809,15.802,15.605,0.197,0.2743,16.1609,15.4791,136.07,-299247.9378,15.8289,15.8321,15.8324,1.4621,0.0,0.32,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,15.70,0.10,128,2.6430,69.98%,12.60%,56.38%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,21.81,35.68,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,841.08,32.73,7.3,1.39,7.3,0.353,48431.0,43.082,-83.3333,7.695,7.442,6.5035,7.3929,7.4557,7.5473,-0.0916,0.0032,8.4447,6.9453,55.66,-529672.8385,7.2911,7.3679,7.5548,1.6536,0.0,0.68,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.20,0.10,52,0.3530,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,32.73,31.76,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3335.22,-,31.6,0.0,31.6,4.478,141733.0,55.9409,-33.3333,31.115,30.26,31.861,31.4521,31.3827,31.0812,0.3015,0.2912,32.2033,30.0267,65.65,102293.8941,31.5867,31.4436,31.2581,1.3053,0.0,3.16,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,31.60,0.00,285,4.4780,70.68%,32.77%,37.91%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2474.17,42.96,34.1,-2.01,34.1,88.786,2598248.0,67.0596,-28.5714,31.185,29.292,23.928,32.8701,32.4717,31.1378,1.3339,1.0869,34.7499,27.6201,874.64,-703591.7813,33.1956,32.8269,32.0848,1.2225,0.0,0.73,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,34.80,-0.70,"1,649",88.7860,69.97%,13.44%,56.53%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,42.96,31.83,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1026.53,161.11,28.5,-1.72,28.5,8.415,296782.0,51.1111,-65.6716,28.45,26.336,23.9575,29.7653,29.5472,28.3665,1.1807,1.2574,32.8803,24.0197,357.06,122203.8477,30.3089,30.1526,29.4162,1.4227,0.0,-,-,-,-,-,-,-,-,-,-,-,-,29.00,-0.50,429,8.4150,72.25%,17.89%,54.36%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,161.11,42.65,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,640.0,134.00,6.4,-4.48,6.4,43.173,6559994.0,75.3937,-17.8571,4.965,4.42,3.908,5.8576,5.6479,5.0648,0.5831,0.3972,6.7554,3.1746,758.53,9590655.2166,6.0822,5.8769,5.4129,0.7863,0.0,-,-,-,-,-,-,-,-,-,-,-,-,6.70,-0.30,908,43.1730,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,134.00,76.14,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,390.0,-,0.0,0.0,3900.0,0.0,0.0,48.8596,-33.222,3901.9,3889.41,3751.8,3902.5394,3885.2988,3919.508,-34.2092,-88.1692,4380.9022,3422.8978,0.95,-3.9651,3949.7778,3941.3333,3923.7048,0.0444,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,3900.00,0.00,0,0.0000,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1820.51,15.89,37.8,-0.27,37.4,7.512,201036.0,63.0879,-41.3333,35.415,33.712,36.9845,37.2782,36.9153,35.5618,1.3535,1.1933,40.0754,30.7546,175.3,30185.7725,37.8844,37.5769,36.5519,1.1561,0.0,2.67,4.992,-,4.235,-,-,-,-,-,-,-,-,37.50,-0.10,288,7.5120,69.76%,10.04%,59.72%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,15.89,12.44,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2439.46,11.18,109.4,-2.84,109.4,48.705,438261.0,58.575,-35.461,104.525,101.31,124.048,108.3556,107.459,105.1532,2.3058,1.4219,112.9555,96.0945,410.12,39027.6682,109.4911,108.2603,106.3257,1.0622,0.0,0.46,1.616,-,1.134,-,-,-,-,-,-,-,-,112.60,-3.20,"1,822",48.7050,69.34%,9.06%,60.23%,30.65%,0.01%,0.05%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,11.18,11.18,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,20039.44,26.36,17.4,0.0,17.4,1.307,75273.0,81.8215,-18.75,15.775,14.664,15.3935,16.591,16.3753,15.7202,0.6551,0.4896,17.4469,14.1031,5.4,-220252.1537,16.7444,16.5641,16.1795,0.6104,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,17.40,0.00,88,1.3070,84.89%,37.88%,46.98%,15.11%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,26.36,31.07,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1429.6,16.67,5.5,0.0,5.5,1.226,222893.0,51.0549,-80.0,5.505,5.4,4.7495,5.5422,5.5369,5.4889,0.0481,0.0591,5.6939,5.3161,61.09,-676573.3095,5.5533,5.5577,5.5371,1.643,0.0,1.82,15.328,-,13.723,-,-,-,-,-,-,-,-,5.50,0.00,114,1.2260,69.54%,3.72%,65.82%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.67,25.78,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1091.38,-,19.5,0.0,19.5,6.913,354556.0,77.2138,-6.8966,17.835,17.264,14.6295,18.665,18.449,17.8297,0.6193,0.4364,19.5262,16.1438,178.42,-59291.1849,18.8556,18.6218,18.219,1.4107,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,19.50,0.00,300,6.9130,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,487.50,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4898.29,171.82,37.4,-1.06,37.4,65.548,1746323.0,66.3904,-24.5902,34.595,32.908,26.1835,36.2824,35.8695,34.5792,1.2903,0.9909,38.0721,31.1179,261.09,525910.6972,36.6978,36.1667,35.359,1.2734,0.0,3.07,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,37.80,-0.40,"1,598",65.5480,36.74%,10.37%,26.34%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,171.82,48.88,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1943.28,367.78,809.7,-0.38,809.7,2.351,2898.0,65.9412,-28.4493,769.565,769.73,763.576,791.4111,786.2045,775.7142,10.4903,3.993,813.6458,725.4842,24.64,3354.5359,795.2689,789.5077,779.059,0.82,0.0,0.12,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,812.80,-3.10,137,2.3510,22.75%,5.83%,16.92%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,367.78,269.73,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1873.6,46.91,234.2,-0.34,234.2,1.479,6315.0,63.7669,-50.0,226.125,220.778,214.011,232.2052,230.7876,226.2672,4.5203,3.5342,239.4893,212.7607,61.77,1339.2158,233.6667,232.4718,229.4638,0.9385,0.0,1.37,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,235.00,-0.80,104,1.4790,59.85%,28.26%,31.59%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,46.91,37.18,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,600.36,-,33.7,-0.59,33.6,3.023,90787.0,54.4266,-65.0,33.685,29.35,21.9285,34.4812,34.3225,32.9036,1.4189,1.7381,36.8924,30.4776,164.26,37780.8281,34.9,34.7962,34.2876,1.0687,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,33.80,-0.20,233,3.0230,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3471.51,-,115.0,-0.26,115.0,28.316,245481.0,50.033,-78.8991,116.665,110.172,93.7665,116.6225,116.6174,115.1403,1.477,2.1609,121.0015,112.3285,427.08,-518848.2805,116.8933,116.8141,116.8657,1.4785,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,115.30,-0.30,"1,142",28.3160,64.68%,16.07%,48.61%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,21.62,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1954.12,10.42,17.8,2.3,17.8,2.907,163789.0,50.9447,-70.0,18.03,17.518,15.696,17.5785,17.6396,17.7448,-0.1052,-0.0204,19.5929,16.4671,129.84,-329473.5191,17.4822,17.4821,17.7138,1.5928,0.0,0.56,-,-,-,-,-,-,-,-,-,-,-,17.40,0.40,167,2.9070,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.42,10.94,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1627.46,45.09,285.3,-1.25,285.4,9.869,34448.0,50.0973,-75.0,284.785,280.244,243.0975,292.2923,291.2099,285.6277,5.5822,5.832,312.4626,257.1074,282.77,-42314.9209,295.2333,294.8667,290.7752,1.1618,0.0,0.70,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,289.00,-3.60,618,9.8690,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,45.09,48.71,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4215.58,25.20,214.9,-1.24,214.5,27.893,129999.0,58.0399,-45.7286,210.32,204.516,198.0895,215.8984,214.7458,210.3114,4.4344,3.99,224.6729,195.9671,235.65,-70319.718,217.6756,216.8615,213.8867,0.9056,0.0,1.17,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,217.20,-2.70,"1,128",27.8930,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,25.20,35.88,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3308.76,107.03,393.9,2.23,393.9,82.666,210281.0,54.9901,-58.3582,386.3,369.558,234.921,393.9947,392.5033,381.3122,11.1911,13.1823,425.7011,346.8989,792.1,-11800.116,396.1711,397.4026,393.7976,1.0306,0.0,0.51,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,385.30,8.60,"1,165",82.6660,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,107.03,112.88,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1627.63,-,106.8,-1.39,106.8,12.125,112892.0,52.7293,-56.129,103.93,105.62,76.689,107.0609,106.442,104.8107,1.6313,1.0397,112.1376,95.7224,297.39,53792.9839,107.9689,107.1013,105.5933,0.9762,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,108.30,-1.50,649,12.1250,65.18%,26.76%,38.42%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1203.93,-,3.0,0.0,3.0,1.024,342590.0,40.3062,-80.0,3.18,3.262,2.729,3.0506,3.0814,3.1794,-0.098,-0.0763,3.4885,2.8715,65.89,-1010115.0904,3.0133,3.0385,3.1052,1.4749,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.00,0.00,129,1.0240,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.2489,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1218.6,97.08,203.6,0.1,203.1,2.516,12365.0,54.2803,-70.4641,203.52,187.144,185.027,205.3637,204.8127,199.6143,5.1984,6.4347,222.3833,184.6567,140.78,-13988.3351,206.1511,205.9897,205.8371,1.0231,0.0,0.49,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,202.90,0.20,198,2.5160,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,97.08,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,420.11,-,12.4,-1.59,12.4,0.429,34200.0,55.1688,-37.5,11.915,11.93,10.865,12.2645,12.1989,12.0843,0.1146,0.0244,12.7416,11.0884,55.98,81951.5888,12.3333,12.2269,12.07,1.3909,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,12.60,-0.20,81,0.4290,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2930.55,12.38,21.1,1.44,21.1,20.447,979985.0,59.5656,-46.6667,20.535,19.212,18.1395,21.0876,20.9839,20.3487,0.6352,0.7063,22.5562,18.5138,308.83,-1354829.4104,21.2289,21.259,20.9876,1.1902,0.0,4.74,1.703,-,0.950,-,-,-,-,-,-,-,-,20.80,0.30,805,20.4470,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.38,17.33,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,1981.64,20.43,42.1,-1.41,42.1,16.413,390057.0,45.2813,-90.1639,43.375,41.39,34.788,43.788,43.7711,43.1559,0.6152,0.8676,46.4855,40.2645,390.68,-1050432.873,44.0356,44.0821,43.8952,1.5997,0.0,2.38,-,-,-,-,-,-,-,-,-,-,-,42.70,-0.60,609,16.4130,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,20.43,20.93,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,1842.22,17.93,43.5,-3.33,43.5,19.221,442853.0,40.1805,-92.0,46.295,44.694,37.0695,46.4224,46.5145,45.9755,0.539,0.9949,50.2031,42.3869,230.65,-406749.0461,46.68,46.9013,46.8043,1.3927,0.0,3.22,-,-,-,-,-,-,-,-,-,-,-,45.00,-1.50,555,19.2210,66.39%,32.67%,33.72%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,17.93,9.70,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,16192.65,105.81,132.3,0.84,132.3,69.695,530054.0,50.8148,-61.6034,132.86,125.59,78.883,135.7004,135.4666,132.0056,3.461,4.5762,149.8354,115.8846,184.65,282085.0195,136.4689,137.491,136.011,0.9289,0.0,0.76,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,131.20,1.10,"1,146",69.6950,59.29%,17.58%,41.71%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,105.81,24.79,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,3173.58,-,97.9,4.59,95.8,2.311,24377.0,69.8873,-19.375,81.935,75.21,62.558,91.4499,89.4521,82.881,6.5711,5.2762,104.5225,59.3475,26.19,-10864.8353,94.1511,92.7487,87.5871,0.9893,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,91.60,4.20,199,2.3110,49.00%,17.00%,32.00%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
