Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1480.81,21.81,15.9,1.27,15.9,8.189,515115.0,63.872,-66.6667,15.7,14.65,14.2105,15.7694,15.7313,15.4227,0.3086,0.3699,16.1542,15.2458,150.73,-268690.2882,15.7933,15.7897,15.7648,1.4612,0.0,0.31,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,15.70,0.20,259,8.1890,69.98%,11.76%,57.21%,30.02%,0.00%,1.01%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,21.81,35.68,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,910.21,35.45,7.9,1.28,7.9,2.468,314621.0,54.6404,-66.6667,7.925,7.36,6.5405,7.9243,7.9129,7.7622,0.1507,0.1965,8.2486,7.6014,60.01,-228182.955,7.9533,7.9628,7.9395,1.6693,0.0,0.63,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.80,0.10,107,2.4680,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,35.45,34.41,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3282.45,-,31.1,2.98,31.1,12.725,412364.0,54.9169,-56.0,31.215,29.71,32.027,30.7454,30.7976,30.6688,0.1288,0.304,32.5842,29.8458,85.15,-238236.8642,30.66,30.7167,30.911,1.3146,0.0,3.22,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,30.20,0.90,554,12.7250,70.68%,34.05%,36.63%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2314.54,38.89,31.9,1.27,31.9,121.063,3770427.0,64.1827,-15.6863,30.055,28.176,23.758,30.881,30.6551,29.7329,0.9222,0.86,32.1329,27.9771,822.07,-154887.9459,31.1222,30.8923,30.3952,1.2348,0.0,0.78,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,31.50,0.40,"2,167",121.0630,69.97%,13.61%,56.36%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,38.89,28.81,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1037.34,155.56,28.8,2.86,28.8,36.296,1281225.0,66.7284,-5.0,27.135,25.234,23.842,27.8505,27.6154,26.7365,0.8789,0.7761,29.2127,25.0573,271.96,310590.5459,28.1178,27.8346,27.3629,1.4103,0.0,-,-,-,-,-,-,-,-,-,-,-,-,28.00,0.80,670,36.2960,72.25%,17.12%,55.13%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,155.56,41.18,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,530.0,102.00,5.3,3.92,5.3,39.487,7724566.0,80.5409,-7.1429,4.31,4.134,3.8535,4.6414,4.5477,4.3388,0.2089,0.1015,4.984,3.636,352.51,6675642.1642,4.6844,4.5821,4.4357,0.7931,0.0,-,-,-,-,-,-,-,-,-,-,-,-,5.10,0.20,594,39.4870,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,102.00,57.95,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,392.8,-,3900.0,0.73,3928.0,0.169,43.0,50.2541,-28.5476,3915.4,3851.41,3765.9,3878.9678,3861.2852,3914.7542,-53.469,-117.4633,4371.9957,3458.8043,0.89,-6.6979,3905.6,3903.5641,3899.7857,0.0465,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,3899.70,28.30,4,0.1690,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1801.04,15.42,37.0,1.65,37.0,20.617,556513.0,72.0824,-16.129,33.975,32.63,37.633,34.9215,34.6284,33.8148,0.8136,0.5527,36.2413,31.7087,147.94,371288.8203,35.0667,34.7333,34.2543,1.1491,0.0,2.70,4.992,-,4.235,-,-,-,-,-,-,-,-,36.40,0.60,707,20.6170,69.76%,9.82%,59.94%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,15.42,12.08,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2265.53,10.03,101.6,0.59,101.6,21.225,208981.0,49.2012,-62.6866,102.345,100.482,125.983,101.7861,101.8426,101.858,-0.0154,0.1014,107.2188,97.4712,354.7,-226855.036,101.7578,101.8846,102.1462,1.0497,0.0,0.49,1.616,-,1.134,-,-,-,-,-,-,-,-,101.00,0.60,788,21.2250,69.34%,10.91%,58.43%,30.65%,0.01%,0.00%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,10.03,10.03,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,18427.07,24.24,16.0,0.0,16.0,20.213,1263372.0,68.8114,-23.0769,15.045,14.39,15.4065,15.5724,15.4368,15.0266,0.4103,0.3056,16.1717,13.9183,4.41,32147.026,15.7022,15.5731,15.3214,0.6182,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,16.00,0.00,80,20.2130,84.89%,26.52%,58.33%,15.11%,0.00%,0.04%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,24.24,28.57,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1481.58,17.27,5.7,0.0,5.7,4.611,798666.0,66.9462,-33.3333,5.48,5.348,4.7585,5.5523,5.528,5.4506,0.0774,0.0605,5.6703,5.2897,70.32,-33415.7532,5.5644,5.5372,5.5062,1.6344,0.0,1.75,15.328,-,13.723,-,-,-,-,-,-,-,-,5.70,0.00,214,4.6110,69.54%,4.26%,65.28%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,17.27,26.72,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1013.02,-,18.2,0.56,18.1,3.901,215165.0,65.5881,-30.7692,17.16,16.74,14.437,17.5068,17.4248,17.133,0.2918,0.249,18.1123,16.2077,150.69,-385341.904,17.5311,17.5,17.3448,1.4145,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,18.00,0.10,197,3.9010,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,450.00,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4492.28,153.18,34.3,1.78,34.3,64.867,1896483.0,58.785,-16.6667,33.89,31.586,25.8555,33.7542,33.7043,33.1035,0.6008,0.7739,35.2053,32.5747,235.42,-254753.4131,33.7822,33.7487,33.749,1.2712,0.0,3.35,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,33.70,0.60,"1,337",64.8670,36.74%,12.23%,24.48%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,153.18,43.58,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1825.68,345.88,760.5,-0.48,760.7,1.173,1544.0,48.5517,-64.3333,759.91,765.128,764.9825,761.946,761.6518,762.8113,-1.1595,-2.3512,774.0192,745.8008,16.76,-313.7533,762.4911,761.1256,759.7714,0.8211,0.0,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,764.40,-3.70,114,1.1730,22.75%,5.67%,17.08%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,345.88,253.67,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1806.4,45.33,225.6,-0.57,225.8,2.064,9122.0,61.5433,-37.6543,220.945,217.996,214.178,224.2681,223.4291,220.9586,2.4705,1.7906,228.1323,213.7577,46.36,-4082.7376,225.1467,224.3154,222.471,0.9384,0.0,1.42,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,227.10,-1.30,94,2.0640,59.85%,27.84%,32.01%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,45.33,35.93,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,646.81,-,36.2,8.71,36.2,8.065,229958.0,72.8077,-5.8824,32.81,27.218,21.501,33.4284,33.1205,31.3845,1.7359,1.8765,35.1621,30.4579,235.91,89568.4421,33.4889,33.3321,33.0119,1.0642,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,33.30,2.90,451,8.0650,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3537.93,-,117.2,3.35,117.2,60.684,518463.0,57.9154,-36.2745,116.4,107.714,92.457,116.0267,115.9004,113.6706,2.2299,3.0019,121.1106,111.6894,606.65,-632956.8498,116.0756,116.3731,116.1919,1.4834,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,113.40,3.80,"2,019",60.6840,64.68%,15.70%,48.98%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,21.26,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1932.16,10.42,17.6,1.15,17.6,6.428,364784.0,46.0836,-85.1852,18.225,17.302,15.655,17.8935,17.9853,17.9422,0.0431,0.2648,19.6089,16.8411,140.55,-640334.8384,17.7556,17.9897,18.1752,1.5956,0.0,0.57,-,-,-,-,-,-,-,-,-,-,-,17.40,0.20,319,6.4280,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.42,10.94,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1677.65,46.61,294.2,-1.54,294.2,19.218,64826.0,64.1044,-23.7164,275.86,276.218,241.181,284.4219,282.3688,277.8344,4.5344,2.1594,294.2416,257.4784,211.51,37280.317,286.4867,283.7026,279.2567,1.1606,0.0,0.68,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,298.80,-4.60,869,19.2180,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,46.61,50.36,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4152.69,24.63,211.3,-0.47,211.3,40.532,191673.0,66.0527,-30.9392,204.245,202.006,198.574,208.4547,207.4379,204.6235,2.8144,1.9058,212.7801,195.7099,181.61,-114850.4794,209.4333,208.4269,206.2052,0.9038,0.0,1.18,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,212.30,-1.00,"1,049",40.5320,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,24.63,35.07,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3478.44,116.42,414.1,-1.19,414.1,160.645,382513.0,62.6705,-17.8977,371.765,363.988,226.217,392.6585,387.0594,370.7859,16.2736,11.6358,416.4793,327.0507,822.12,110421.3791,397.68,392.2321,381.7548,1.0322,0.0,0.48,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,419.10,-5.00,"1,814",160.6450,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,116.42,122.78,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1556.0,-,102.1,-2.67,102.1,24.669,239247.0,49.4143,-50.9615,102.215,103.956,75.636,102.5801,102.5762,102.5258,0.0504,0.0655,106.367,98.063,277.08,-148973.6286,102.7822,102.5705,102.1619,0.9697,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,104.90,-2.80,"1,003",24.6690,65.18%,27.17%,38.01%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1284.19,-,3.2,0.0,3.2,1.11,346761.0,42.1401,-85.7143,3.335,3.302,2.7255,3.2446,3.2636,3.3076,-0.0441,-0.0232,3.5886,3.0814,60.94,-730436.2087,3.2222,3.2372,3.2905,1.4791,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.20,0.00,164,1.1100,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.2516,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1239.6,98.47,206.6,0.39,206.6,5.73,28106.0,64.1222,-22.381,196.81,182.408,186.0345,203.6048,202.0146,194.7314,7.2832,7.2184,219.4372,174.1828,138.87,29537.1655,205.5022,205.4436,201.3376,1.0264,0.0,0.48,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,205.80,0.80,361,5.7300,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,98.47,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,399.78,-,11.8,0.0,11.8,1.0,86115.0,47.9135,-50.0,12.005,11.72,10.891,11.8059,11.8436,11.925,-0.0815,-0.037,12.9729,11.0371,43.16,-46085.7935,11.7733,11.7795,11.8343,1.3994,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,11.80,0.00,88,1.0000,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2999.99,13.10,21.6,-1.82,21.6,47.983,2209172.0,71.331,-22.5,19.85,18.586,18.0665,20.7781,20.5178,19.716,0.8018,0.6074,21.7155,17.9845,285.05,1270239.0527,21.0111,20.7385,20.261,1.1819,0.0,4.63,1.703,-,0.950,-,-,-,-,-,-,-,-,22.00,-0.40,"1,215",47.9830,64.13%,33.88%,30.25%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,13.10,18.33,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,2075.78,20.62,44.1,2.32,44.1,32.267,737538.0,58.5259,-20.6349,42.87,40.716,34.253,43.3968,43.2026,42.381,0.8216,0.7818,45.6299,40.1101,464.1,-285079.1622,43.6756,43.4769,42.9876,1.5995,0.0,2.27,-,-,-,-,-,-,-,-,-,-,-,43.10,1.00,813,32.2670,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,20.62,21.13,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,2028.57,24.34,47.9,4.13,47.9,23.534,499770.0,63.2873,-16.6667,45.73,43.546,36.666,46.518,46.2642,45.24,1.0243,0.9489,48.6182,42.8418,178.58,-112772.053,46.8356,46.5538,45.9619,1.3869,0.0,2.92,-,-,-,-,-,-,-,-,-,-,-,46.00,1.90,558,23.5340,66.39%,30.25%,36.14%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,24.34,9.91,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,17330.91,114.11,141.6,0.07,141.6,84.446,594808.0,66.2145,-17.7258,128.25,121.404,76.0305,135.821,133.992,128.4983,5.4936,4.0621,143.8249,112.6751,196.78,601222.7304,137.6889,135.3295,131.3538,0.9277,0.0,0.71,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,141.50,0.10,"1,412",84.4460,59.29%,18.14%,41.15%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,114.11,26.73,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,2951.63,-,89.2,9.86,89.1,8.298,93671.0,76.3537,-0.495,73.24,71.894,61.429,79.4232,77.8233,74.3915,3.4318,1.5333,85.4051,61.0749,17.04,6429.0762,80.6978,78.6936,75.6852,0.9872,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,81.10,8.00,302,8.2980,49.00%,16.95%,32.05%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
